,Open,High,Low,Close,Volume,Log return %
2016-04-27,64.89,65.35,63.96,63.96,557430.0,-1.4435640667323564
2016-04-26,64.42,64.89,64.42,64.89,604360.0,0.7269384730024235
2016-04-25,64.89,66.28,64.42,64.42,886480.0,-0.7269384730024295
2016-04-22,63.49,65.35,63.49,64.89,938560.0,2.181111545071854
2016-04-21,63.03,63.96,62.57,63.49,748780.0,0.727160965733975
2016-04-20,64.42,64.89,62.57,63.03,1698460.0,-2.1813340378034045
2016-04-19,66.28,66.74,64.42,64.42,1117610.0,-2.8464048655309346
2016-04-15,65.81,67.2,66.28,66.28,624610.0,0.7116390090334425
2016-04-14,65.81,66.74,65.35,65.81,671070.0,0.0
2016-04-13,66.28,67.2,65.81,65.81,681500.0,-0.7116390090334397
2016-04-12,66.28,66.74,65.81,66.28,686480.0,0.0
2016-04-11,66.28,67.2,66.28,66.28,815800.0,0.0
2016-04-08,65.35,66.74,64.89,66.28,1047870.0,1.4130752488131317
2016-04-07,63.49,65.81,63.03,65.35,2120080.0,2.887502688787228
2016-04-06,63.49,63.49,62.57,63.49,325000.0,0.0
2016-04-05,62.1,63.49,62.57,63.49,590930.0,2.213642424292547
2016-04-04,62.1,62.57,61.64,62.1,260660.0,0.0
2016-04-01,62.1,63.03,61.64,62.1,786790.0,0.0
2016-03-31,63.03,63.49,62.1,62.1,499710.0,-1.486481458558568
2016-03-30,62.1,63.49,61.64,63.03,645090.0,1.4864814585585548
2016-03-29,62.57,63.03,62.1,62.1,364550.0,-0.7539941070839016
2016-03-28,62.1,62.57,61.64,62.57,177060.0,0.7539941070839029
2016-03-25,62.57,62.57,61.18,62.1,597170.0,-0.7539941070839016
2016-03-24,62.1,63.03,61.64,62.57,568030.0,0.7539941070839029
2016-03-23,61.64,62.57,61.64,62.1,389980.0,0.743497848751799
2016-03-22,62.57,62.57,61.18,61.64,1036240.0,-1.4974919558357138
2016-03-21,63.96,64.42,62.57,62.57,539910.0,-2.19719579554814
2016-03-18,63.96,63.96,63.49,63.96,335290.0,0.0
2016-03-17,63.49,64.89,63.49,63.96,739970.0,0.7375474783394887
2016-03-16,63.03,63.96,62.57,63.49,376070.0,0.727160965733975
2016-03-15,62.57,63.96,62.1,63.03,870660.0,0.732487351474655
2016-03-14,63.03,63.49,62.1,62.57,440820.0,-0.7324873514746681
2016-03-11,60.71,63.03,60.25,63.03,2205510.0,3.750237438267598
2016-03-10,60.71,60.71,59.79,60.71,494890.0,0.0
2016-03-09,60.71,61.18,60.25,60.71,164840.0,0.0
2016-03-08,60.71,61.18,60.25,60.71,395200.0,0.0
2016-03-07,61.18,61.64,60.71,60.71,598820.0,-0.7711909580414653
2016-03-04,60.71,61.18,60.25,61.18,309870.0,0.7711909580414725
2016-03-03,61.18,61.64,60.71,60.71,430930.0,-0.7711909580414653
2016-03-02,60.25,61.18,59.79,61.18,817420.0,1.5317766351993054
2016-03-01,59.32,60.71,59.32,60.25,673510.0,1.5556055101032942
2016-02-29,60.25,60.25,59.32,59.32,476190.0,-1.5556055101033064
2016-02-26,59.79,60.25,59.32,60.25,538020.0,0.7664149477951304
2016-02-25,60.71,61.18,59.79,59.79,780490.0,-1.527000624952972
2016-02-24,60.25,60.71,59.79,60.71,489650.0,0.7605856771578232
2016-02-23,60.25,61.18,59.79,60.25,873310.0,0.0
2016-02-22,59.79,60.71,59.32,60.25,763080.0,0.7664149477951304
2016-02-19,59.79,60.25,59.32,59.79,373060.0,0.0
2016-02-18,60.25,60.71,59.32,59.79,833000.0,-0.7664149477951374
2016-02-17,59.32,61.64,59.79,60.25,2003290.0,1.5556055101032942
2016-02-16,58.4,59.79,58.86,59.32,622180.0,1.56306274355501
2016-02-15,57.47,58.4,56.54,58.4,473520.0,1.605281731453111
2016-02-05,56.54,57.47,56.54,57.47,204410.0,1.6314720254205857
2016-02-04,56.08,57.47,56.54,56.54,257320.0,0.8169109539109604
2016-02-03,55.15,56.08,54.69,56.08,269870.0,1.6722497026823273
2016-02-02,55.15,56.08,54.69,55.15,251520.0,0.0
2016-02-01,53.76,55.62,53.76,55.15,865310.0,2.552704948461749
2016-01-29,53.76,54.23,53.3,53.76,178270.0,0.0
2016-01-28,54.23,54.69,53.76,53.76,249720.0,-0.8704564638075153
2016-01-27,53.3,54.23,53.3,54.23,276700.0,1.7297929681170408
2016-01-26,54.69,54.69,52.84,53.3,289980.0,-2.5744546186882484
2016-01-25,52.84,54.69,53.3,54.69,325040.0,3.441239770455663
2016-01-22,53.76,54.23,51.91,52.84,716530.0,-1.7261216560769417
2016-01-21,54.23,54.69,53.3,53.76,333300.0,-0.8704564638075153
2016-01-20,55.15,55.15,54.23,54.23,313330.0,-1.682248484654224
2016-01-19,54.23,55.15,53.76,55.15,375380.0,1.682248484654227
2016-01-18,55.62,55.62,52.84,54.23,1244120.0,-2.5308587952849506
2016-01-15,56.08,57.01,55.62,55.62,495560.0,-0.8236393920515835
2016-01-14,56.08,56.54,55.62,56.08,338870.0,0.0
2016-01-13,57.01,57.01,56.08,56.08,232630.0,-1.6447448317155813
2016-01-12,56.08,57.01,56.08,57.01,288070.0,1.6447448317155888
2016-01-11,56.54,57.01,56.08,56.08,407320.0,-0.8169109539109666
2016-01-08,57.47,57.47,56.08,56.54,615950.0,-1.631472025420588
2016-01-07,58.4,58.4,56.54,57.47,731010.0,-1.6052817314531183
2016-01-06,57.93,58.4,57.47,58.4,250760.0,0.8080504725648684
2016-01-05,58.4,58.86,57.93,57.93,285680.0,-0.8080504725648623
2016-01-04,59.32,59.32,57.93,58.4,469320.0,-1.5630627435550037
2015-12-31,58.86,60.25,58.4,59.32,688500.0,0.7784774464404591
2015-12-30,58.86,59.32,58.4,58.86,309040.0,0.0
2015-12-29,58.86,58.86,57.93,58.86,399590.0,0.0
2015-12-28,57.47,59.32,57.47,58.86,821730.0,2.3898670285676524
2015-12-25,57.93,57.93,57.01,57.47,315630.0,-0.7972312588882652
2015-12-24,57.47,57.93,57.01,57.93,316110.0,0.7972312588882677
2015-12-23,57.93,57.93,57.01,57.47,293550.0,-0.7972312588882652
2015-12-22,57.93,58.86,57.93,57.93,434910.0,0.0
2015-12-21,59.32,59.32,57.93,57.93,513240.0,-2.3711132161198636
2015-12-18,59.32,59.79,58.86,59.32,315940.0,0.0
2015-12-17,59.32,59.79,58.86,59.32,317610.0,0.0
2015-12-16,58.4,59.79,58.4,59.32,662390.0,1.56306274355501
2015-12-15,57.47,58.86,57.47,58.4,710870.0,1.605281731453111
2015-12-14,57.01,57.93,56.54,57.47,237100.0,0.8036381476159586
2015-12-11,57.01,57.93,56.54,57.01,321070.0,0.0
2015-12-10,57.01,57.93,56.54,57.01,252320.0,0.0
2015-12-09,57.93,58.86,57.01,57.01,470630.0,-1.6008694065042244
2015-12-08,55.62,57.93,54.69,57.93,867200.0,4.069253630271391
2015-12-07,57.01,57.01,55.62,55.62,354390.0,-2.4683842237671714
2015-12-04,57.01,57.01,56.08,57.01,253990.0,0.0
2015-12-03,57.01,57.47,56.08,57.01,383750.0,0.0
2015-12-02,56.54,57.47,56.08,57.01,411960.0,0.8278338778046164
2015-12-01,57.47,57.47,56.08,56.54,1100600.0,-1.631472025420588
2015-11-30,57.47,58.4,57.01,57.47,840700.0,0.0
2015-11-27,57.01,58.86,57.01,57.47,1118240.0,0.8036381476159586
2015-11-26,57.93,58.4,57.01,57.01,244790.0,-1.6008694065042244
2015-11-25,57.01,58.4,55.62,57.93,951140.0,1.6008694065042337
2015-11-24,58.86,59.32,56.08,57.01,2567070.0,-3.193505176183626
2015-11-23,60.71,61.64,58.4,58.86,1692040.0,-3.0946686337015983
2015-11-20,60.25,61.64,60.25,60.71,708850.0,0.7605856771578232
2015-11-19,61.18,62.1,60.25,60.25,966290.0,-1.5317766351993012
2015-11-18,62.1,62.57,60.25,61.18,1392690.0,-1.4925650216675705
2015-11-17,64.89,64.89,61.64,62.1,1871240.0,-4.394753969364399
2015-11-16,63.49,64.89,63.49,64.89,924150.0,2.181111545071854
2015-11-13,61.18,63.96,61.18,63.49,988430.0,3.706207445960108
2015-11-12,60.25,61.18,59.32,61.18,546030.0,1.5317766351993054
2015-11-11,59.32,61.18,58.86,60.25,833270.0,1.5556055101032942
2015-11-10,58.86,59.79,58.4,59.32,649930.0,0.7784774464404591
2015-11-09,59.79,60.25,58.4,58.86,733490.0,-1.5676680087486274
2015-11-06,59.32,61.64,58.86,59.79,1660510.0,0.7891905623081575
2015-11-05,57.01,59.79,57.01,59.32,922470.0,3.971982622624081
2015-11-04,57.01,57.93,57.01,57.01,444780.0,0.0
2015-11-03,54.23,57.47,55.15,57.01,2358440.0,4.99924301905213
2015-11-02,54.69,55.15,53.76,54.23,715500.0,-0.8446616505712138
2015-10-30,55.15,55.62,54.23,54.69,592790.0,-0.8375868340830085
2015-10-29,52.84,55.15,53.3,55.15,1151780.0,4.278826604538689
2015-10-28,52.84,53.76,52.84,52.84,366330.0,0.0
2015-10-27,52.37,53.3,52.37,52.84,393940.0,0.8934571362728461
2015-10-26,53.3,54.23,52.37,52.37,766000.0,-1.7602422880402522
2015-10-23,52.84,53.3,52.37,53.3,571020.0,0.8667851517674203
2015-10-22,52.37,52.84,51.91,52.84,496060.0,0.8934571362728461
2015-10-21,51.91,52.84,51.44,52.37,725530.0,0.8822458452258729
2015-10-20,51.44,53.3,51.44,51.91,1153180.0,0.9095369909773646
2015-10-19,49.13,51.91,49.13,51.44,1296760.0,4.5946233748806975
2015-10-16,48.66,50.05,48.66,49.13,850360.0,0.9612508825180548
2015-10-15,49.13,49.13,48.2,48.66,416380.0,-0.961250882518044
2015-10-14,47.27,50.52,48.66,49.13,2049450.0,3.8594001375411904
2015-10-13,46.81,47.27,46.81,47.27,281090.0,0.9778989493165731
2015-10-12,46.81,47.27,46.35,46.81,349150.0,0.0
2015-10-09,46.81,47.74,46.81,46.81,319980.0,0.0
2015-10-08,47.27,47.74,46.81,46.81,408300.0,-0.9778989493165811
2015-10-07,47.74,47.74,46.81,47.27,400070.0,-0.9893776105539067
2015-10-06,47.74,48.66,47.27,47.74,378660.0,0.0
2015-10-05,46.35,48.2,46.35,47.74,851310.0,2.9548328898819927
2015-10-02,46.81,46.81,46.35,46.35,158180.0,-0.9875563300115101
2015-10-01,46.35,46.81,46.35,46.81,201320.0,0.9875563300115002
2015-09-30,46.35,47.27,46.35,46.35,129690.0,0.0
2015-09-29,47.27,47.27,46.11,46.35,259210.0,-1.9654552793280884
2015-09-28,46.81,47.74,46.81,47.27,365490.0,0.9778989493165731
2015-09-25,46.35,46.81,46.11,46.81,184590.0,0.9875563300115002
2015-09-24,46.81,46.81,46.35,46.35,262400.0,-0.9875563300115101
2015-09-23,47.27,48.2,46.81,46.81,388170.0,-0.9778989493165811
2015-09-22,45.88,47.27,45.88,47.27,666280.0,2.98465525439751
2015-09-21,45.65,46.11,45.42,45.88,214630.0,0.5025685220192622
2015-09-18,45.19,45.88,45.42,45.65,224860.0,1.012778361778926
2015-09-17,45.19,45.42,44.96,45.19,263860.0,0.0
2015-09-16,45.19,45.42,44.96,45.19,163800.0,0.0
2015-09-15,45.19,45.65,44.96,45.19,290770.0,0.0
2015-09-14,45.65,45.65,45.19,45.19,148920.0,-1.0127783617789137
2015-09-11,46.11,46.35,45.65,45.65,142810.0,-1.002623917763677
2015-09-10,45.19,46.35,45.19,46.11,273840.0,2.015402279542585
2015-09-09,44.96,45.42,44.96,45.19,188690.0,0.5102617837752574
2015-09-08,44.96,45.42,44.72,44.96,367250.0,0.0
2015-09-07,45.65,45.65,44.96,44.96,338230.0,-1.5230401455541749
2015-09-04,45.88,45.88,45.42,45.65,137720.0,-0.5025685220192538
2015-09-03,46.11,46.35,45.42,45.88,262480.0,-0.5000553957444162
2015-09-01,46.35,46.81,46.11,46.11,296390.0,-0.5191445793250025
2015-08-31,46.81,47.74,46.11,46.35,296400.0,-0.9875563300115101
2015-08-28,46.11,46.81,45.88,46.81,451290.0,1.5067009093365178
2015-08-27,46.35,46.81,45.88,46.11,254220.0,-0.5191445793250025
2015-08-26,44.49,46.81,44.72,46.35,484130.0,4.09568471939138
2015-08-25,43.8,45.65,42.64,44.49,799280.0,1.56306274355501
2015-08-24,46.81,46.81,43.57,43.8,1180510.0,-6.646303792957882
2015-08-21,47.27,47.27,45.42,46.81,696170.0,-0.9778989493165811
2015-08-20,48.2,48.2,47.27,47.27,282500.0,-1.9483176251409673
2015-08-19,47.74,48.2,46.81,48.2,387520.0,0.9589400145870514
2015-08-18,47.74,48.2,46.81,47.74,510930.0,0.0
2015-08-17,48.66,48.66,47.27,47.74,387090.0,-1.90877164446924
2015-08-14,48.66,49.59,48.2,48.66,471740.0,0.0
2015-08-13,47.74,48.66,47.27,48.66,612320.0,1.9087716444692377
2015-08-12,48.66,48.66,47.27,47.74,714920.0,-1.90877164446924
2015-08-11,49.59,50.52,48.66,48.66,438130.0,-1.8931863145666088
2015-08-10,46.35,49.59,47.27,49.59,954290.0,6.7567908489178405
2015-08-07,44.96,46.35,44.96,46.35,609920.0,3.044808642642858
2015-08-06,44.49,45.65,44.49,44.96,492470.0,1.0508760767485128
2015-08-05,43.64,44.72,44.03,44.49,433800.0,1.9290283853080397
2015-08-04,44.39,44.39,43.64,43.64,502300.0,-1.7040057881073818
2015-08-03,44.76,44.76,44.02,44.39,270000.0,-0.8300664597780595
2015-07-31,44.39,45.13,44.02,44.76,403180.0,0.83006645977806
2015-07-30,45.13,45.13,44.39,44.39,220450.0,-1.6532994992965937
2015-07-29,45.13,45.51,44.76,45.13,275430.0,0.0
2015-07-28,45.51,45.88,45.13,45.13,341670.0,-0.8384868189640623
2015-07-27,45.51,45.51,44.76,45.51,325470.0,0.0
2015-07-24,45.51,45.88,45.13,45.51,406120.0,0.0
2015-07-23,44.39,46.25,44.76,45.51,1141320.0,2.49178631826067
2015-07-22,43.64,44.39,43.27,44.39,490550.0,1.7040057881073731
2015-07-21,43.27,43.64,43.27,43.64,107860.0,0.8514606728076549
2015-07-20,43.64,43.64,42.9,43.27,189980.0,-0.8514606728076548
2015-07-17,43.64,44.02,43.27,43.64,304130.0,0.0
2015-07-16,44.02,44.02,43.27,43.64,272910.0,-0.8669915133445547
2015-07-15,44.02,44.39,43.64,44.02,363400.0,0.0
2015-07-14,43.64,44.02,43.27,44.02,311610.0,0.8669915133445563
2015-07-13,42.9,43.64,43.27,43.64,735240.0,1.7102335030898843
2015-07-10,42.9,43.27,42.52,42.9,178760.0,0.0
2015-07-09,42.9,43.27,42.52,42.9,171970.0,0.0
2015-07-08,43.64,43.64,42.52,42.9,271740.0,-1.7102335030898803
2015-07-07,43.27,43.64,42.9,43.64,218990.0,0.8514606728076549
2015-07-06,42.9,44.02,42.9,43.27,634580.0,0.8587728302822163
2015-07-03,42.52,42.9,42.15,42.9,138790.0,0.889727246022392
2015-07-02,42.52,42.9,42.15,42.52,158820.0,0.0
2015-07-01,42.15,42.9,42.15,42.52,365250.0,0.8739869025882754
2015-06-30,42.52,42.52,41.78,42.15,370020.0,-0.8739869025882872
2015-06-29,42.52,42.9,42.15,42.52,310320.0,0.0
2015-06-26,41.4,43.27,41.03,42.52,1019860.0,2.6693672642478643
2015-06-25,40.66,41.4,40.29,41.4,258240.0,1.8036072631068087
2015-06-24,41.4,41.4,40.66,40.66,245100.0,-1.8036072631068185
2015-06-23,41.78,42.15,41.03,41.4,251260.0,-0.9136875297151122
2015-06-22,39.91,41.78,40.29,41.78,736130.0,4.57908370677773
2015-06-19,39.54,40.29,39.54,39.91,499620.0,0.9314101318171623
2015-06-18,39.17,39.54,39.17,39.54,117570.0,0.9401670064730826
2015-06-17,39.17,39.54,38.79,39.17,101620.0,0.0
2015-06-16,39.54,39.54,38.79,39.17,74940.0,-0.9401670064730867
2015-06-15,39.54,39.54,39.17,39.54,39900.0,0.0
2015-06-12,40.29,40.29,39.17,39.54,86640.0,-1.8790481460785027
2015-06-11,39.91,40.29,39.91,40.29,144380.0,0.9476380142613363
2015-06-10,39.91,40.29,39.54,39.91,59460.0,0.0
2015-06-09,40.29,40.29,39.91,39.91,64760.0,-0.9476380142613445
2015-06-08,39.91,40.29,39.91,40.29,63350.0,0.9476380142613363
2015-06-05,39.91,40.29,39.54,39.91,72050.0,0.0
2015-06-04,39.54,40.29,39.54,39.91,89660.0,0.9314101318171623
2015-06-03,39.54,39.91,39.17,39.54,115560.0,0.0
2015-06-02,39.54,39.54,39.17,39.54,30810.0,0.0
2015-06-01,39.17,39.91,39.17,39.54,124300.0,0.9401670064730826
2015-05-29,39.54,39.54,39.17,39.17,54090.0,-0.9401670064730867
2015-05-28,39.54,39.54,39.17,39.54,40000.0,0.0
2015-05-27,39.54,39.54,39.17,39.54,59630.0,0.0
2015-05-26,39.54,39.54,39.17,39.54,96200.0,0.0
2015-05-25,39.91,39.91,39.17,39.54,98370.0,-0.931410131817164
2015-05-22,39.54,39.91,39.54,39.91,46510.0,0.9314101318171623
2015-05-21,39.91,39.91,39.17,39.54,70130.0,-0.931410131817164
2015-05-20,39.17,39.91,38.79,39.91,183590.0,1.8715771382902406
2015-05-19,39.17,39.17,38.79,39.17,46220.0,0.0
2015-05-18,39.17,39.17,38.42,39.17,88910.0,0.0
2015-05-15,39.17,39.54,38.79,39.17,98340.0,0.0
2015-05-14,39.17,39.54,38.79,39.17,90950.0,0.0
2015-05-13,39.17,39.54,39.17,39.17,45230.0,0.0
2015-05-12,39.54,39.91,39.17,39.17,59710.0,-0.9401670064730867
2015-05-11,39.54,39.91,39.17,39.54,86210.0,0.0
2015-05-08,39.54,39.91,39.54,39.54,72340.0,0.0
2015-05-07,39.54,40.29,39.17,39.54,99090.0,0.0
2015-05-06,39.54,39.91,39.17,39.54,118270.0,0.0
2015-05-05,39.54,39.54,38.79,39.54,212020.0,0.0
2015-05-04,40.29,40.29,39.54,39.54,161370.0,-1.8790481460785027
2015-04-27,40.66,40.66,40.29,40.29,75170.0,-0.9141508996944656
2015-04-24,40.29,40.66,40.29,40.66,136810.0,0.9141508996944593
2015-04-23,40.29,40.66,40.29,40.29,48320.0,0.0
2015-04-22,40.29,40.66,39.91,40.29,45490.0,0.0
2015-04-21,40.29,40.66,39.91,40.29,45020.0,0.0
2015-04-20,40.29,40.66,39.91,40.29,131470.0,0.0
2015-04-17,40.29,40.66,40.29,40.29,60780.0,0.0
2015-04-16,40.66,40.66,40.29,40.29,70620.0,-0.9141508996944656
2015-04-15,41.03,41.03,40.29,40.66,128590.0,-0.9058698253894271
2015-04-14,41.03,41.4,40.66,41.03,200810.0,0.0
2015-04-13,40.29,41.4,40.29,41.03,275880.0,1.820020725083887
2015-04-10,39.54,40.66,39.54,40.29,232440.0,1.8790481460785133
2015-04-09,39.54,39.91,39.54,39.54,74090.0,0.0
2015-04-08,39.54,39.91,39.54,39.54,146070.0,0.0
2015-04-07,38.79,39.54,38.79,39.54,115100.0,1.9150336290595
2015-04-06,39.17,39.54,38.79,38.79,85560.0,-0.9748666225864215
2015-04-03,39.54,39.54,38.79,39.17,56560.0,-0.9401670064730867
2015-04-02,39.17,39.54,38.79,39.54,97120.0,0.9401670064730826
2015-04-01,39.54,39.54,38.79,39.17,151380.0,-0.9401670064730867
2015-03-31,39.17,39.54,38.79,39.54,92160.0,0.9401670064730826
2015-03-30,39.17,39.54,38.79,39.17,71360.0,0.0
2015-03-27,39.91,39.91,39.17,39.17,80360.0,-1.871577138290241
2015-03-26,39.91,39.91,39.17,39.91,97830.0,0.0
2015-03-25,39.91,39.91,39.17,39.91,91770.0,0.0
2015-03-24,39.91,39.91,39.54,39.91,95440.0,0.0
2015-03-23,39.91,40.29,39.54,39.91,111710.0,0.0
2015-03-20,40.29,40.29,39.91,39.91,81770.0,-0.9476380142613445
2015-03-19,40.66,40.66,39.91,40.29,116820.0,-0.9141508996944656
2015-03-18,40.66,40.66,40.29,40.66,86590.0,0.0
2015-03-17,40.66,40.66,40.29,40.66,68270.0,0.0
2015-03-16,40.29,40.66,40.29,40.66,153740.0,0.9141508996944593
2015-03-13,40.66,40.66,39.91,40.29,163620.0,-0.9141508996944656
2015-03-12,40.29,40.66,39.91,40.66,130340.0,0.9141508996944593
2015-03-11,40.29,40.66,39.91,40.29,163880.0,0.0
2015-03-10,39.91,40.29,39.91,40.29,144290.0,0.9476380142613363
2015-03-09,39.91,40.29,39.91,39.91,70350.0,0.0
2015-03-06,40.29,40.66,39.91,39.91,114590.0,-0.9476380142613445
2015-03-05,40.66,40.66,39.91,40.29,91750.0,-0.9141508996944656
2015-03-04,40.29,40.66,39.91,40.66,74470.0,0.9141508996944593
2015-03-03,39.91,40.29,39.54,40.29,115960.0,0.9476380142613363
2015-03-02,40.29,40.66,39.91,39.91,103370.0,-0.9476380142613445
2015-02-27,40.29,40.66,39.91,40.29,83040.0,0.0
2015-02-26,40.66,41.03,40.29,40.29,157380.0,-0.9141508996944656
2015-02-25,39.91,40.66,39.91,40.66,175760.0,1.861788913955801
2015-02-24,39.54,39.91,39.54,39.91,103010.0,0.9314101318171623
2015-02-13,39.17,39.54,38.79,39.54,145600.0,0.9401670064730826
2015-02-12,39.17,39.17,38.79,39.17,58830.0,0.0
2015-02-11,38.42,39.17,38.42,39.17,185920.0,1.9332990337329423
2015-02-10,38.79,38.79,38.42,38.42,77410.0,-0.9584324111465101
2015-02-09,38.42,38.79,38.05,38.79,97400.0,0.9584324111465247
2015-02-06,38.42,38.79,38.42,38.42,49540.0,0.0
2015-02-05,38.42,39.17,38.05,38.42,155580.0,0.0
2015-02-04,37.67,38.42,37.3,38.42,97720.0,1.9714135636460808
2015-02-03,38.42,38.79,37.67,37.67,172560.0,-1.9714135636460854
2015-02-02,38.79,39.17,38.42,38.42,87980.0,-0.9584324111465101
2015-01-30,39.17,39.17,38.42,38.79,145680.0,-0.9748666225864215
2015-01-29,37.67,39.17,37.67,39.17,402090.0,3.904712597379029
2015-01-28,38.05,38.42,37.67,37.67,82050.0,-1.0037062603745068
2015-01-27,37.12,38.79,37.12,38.05,259390.0,2.4745176389694943
2015-01-26,37.3,37.67,37.12,37.12,115330.0,-0.48374187317700584
2015-01-23,37.12,37.67,36.93,37.3,82550.0,0.48374187317700246
2015-01-22,37.3,37.67,37.12,37.12,42690.0,-0.48374187317700584
2015-01-21,37.3,38.05,37.12,37.3,80930.0,0.0
2015-01-20,37.12,37.67,36.74,37.3,70940.0,0.48374187317700246
2015-01-19,37.3,37.3,36.93,37.12,60950.0,-0.48374187317700584
2015-01-16,37.3,37.3,37.12,37.3,33740.0,0.0
2015-01-15,37.67,37.67,37.12,37.3,86090.0,-0.987069505417996
2015-01-14,38.05,38.42,37.3,37.67,87550.0,-1.0037062603745068
2015-01-13,37.3,38.05,37.12,38.05,84550.0,1.990775765792489
2015-01-12,38.42,38.42,37.3,37.3,148470.0,-2.9584830690640844
2015-01-09,36.74,38.42,36.93,38.42,290390.0,4.471207755343095
2015-01-08,36.56,36.93,36.37,36.74,70650.0,0.49113332010302596
2015-01-07,35.81,36.74,35.81,36.56,194130.0,2.0727562575607843
2015-01-06,35.81,36.18,35.44,35.81,100890.0,0.0
2015-01-05,35.62,36.0,35.62,35.81,70290.0,0.5319906148825824
2014-12-31,35.06,35.62,35.25,35.62,102210.0,1.584639836842697
2014-12-30,35.06,35.06,34.69,35.06,50370.0,0.0
2014-12-29,35.06,35.25,34.69,35.06,97060.0,0.0
2014-12-26,35.25,35.44,34.88,35.06,109890.0,-0.5404649765189138
2014-12-25,35.44,35.81,35.06,35.25,89620.0,-0.5375596478602431
2014-12-24,35.62,35.81,35.25,35.44,79670.0,-0.5066152124635379
2014-12-23,34.88,36.74,34.69,35.62,245020.0,2.099367882073663
2014-12-22,35.06,35.06,34.69,34.88,90260.0,-0.5147280452309541
2014-12-19,35.06,35.25,34.5,35.06,135270.0,0.0
2014-12-18,34.5,35.06,34.5,35.06,103250.0,1.6101555455774508
2014-12-17,36.37,36.56,34.5,34.5,232620.0,-5.278493496158347
2014-12-16,36.74,36.74,36.18,36.37,92140.0,-1.0121820788082043
2014-12-15,36.93,36.93,36.74,36.74,46150.0,-0.5158149077492222
2014-12-12,36.93,36.93,36.74,36.93,36450.0,0.0
2014-12-11,36.93,36.93,36.56,36.93,27620.0,0.0
2014-12-10,36.74,36.93,36.56,36.93,51450.0,0.5158149077492186
2014-12-09,37.12,37.3,36.74,36.74,153170.0,-1.0289828131020116
2014-12-08,37.12,37.3,37.12,37.12,46290.0,0.0
2014-12-05,37.67,37.67,37.12,37.12,48030.0,-1.4708113785949986
2014-12-04,37.3,37.67,37.12,37.67,54480.0,0.9870695054180048
2014-12-03,37.12,37.3,37.12,37.3,29930.0,0.48374187317700246
2014-12-02,37.12,37.3,37.12,37.12,40720.0,0.0
2014-12-01,36.93,37.12,36.56,37.12,50300.0,0.5131679053527972
2014-11-28,37.12,37.12,36.74,36.93,111560.0,-0.5131679053527934
2014-11-27,37.3,37.3,36.93,37.12,90390.0,-0.48374187317700584
2014-11-26,37.3,37.67,36.93,37.3,76560.0,0.0
2014-11-25,37.3,37.67,37.3,37.3,91590.0,0.0
2014-11-24,37.67,37.67,37.12,37.3,93240.0,-0.987069505417996
2014-11-21,37.67,38.05,37.67,37.67,73130.0,0.0
2014-11-20,37.67,38.05,37.67,37.67,78550.0,0.0
2014-11-19,38.42,38.79,37.67,37.67,136680.0,-1.9714135636460854
2014-11-18,38.79,38.79,38.42,38.42,98550.0,-0.9584324111465101
2014-11-17,38.79,39.17,38.42,38.79,87210.0,0.0
2014-11-14,38.79,39.17,38.42,38.79,113180.0,0.0
2014-11-13,38.79,39.17,38.79,38.79,68060.0,0.0
2014-11-12,38.79,39.17,38.79,38.79,64430.0,0.0
2014-11-11,38.79,39.17,38.79,38.79,82660.0,0.0
2014-11-10,38.79,39.17,38.79,38.79,105440.0,0.0
2014-11-07,38.79,39.17,38.79,38.79,90070.0,0.0
2014-11-06,38.79,39.17,38.79,38.79,57790.0,0.0
2014-11-05,39.17,39.17,38.42,38.79,163990.0,-0.9748666225864215
2014-11-04,39.17,39.54,39.17,39.17,134860.0,0.0
2014-11-03,39.17,39.54,39.17,39.17,81050.0,0.0
2014-10-31,38.79,39.17,38.79,39.17,35750.0,0.9748666225864302
2014-10-30,38.79,39.17,38.79,38.79,49530.0,0.0
2014-10-29,38.42,39.17,38.05,38.79,238380.0,0.9584324111465247
2014-10-28,38.79,39.17,38.42,38.42,110280.0,-0.9584324111465101
2014-10-27,39.54,39.54,38.79,38.79,131430.0,-1.9150336290595027
2014-10-24,39.91,39.91,39.17,39.54,95410.0,-0.931410131817164
2014-10-23,39.91,40.29,39.54,39.91,149160.0,0.0
2014-10-22,39.91,40.29,39.54,39.91,92200.0,0.0
2014-10-21,39.54,40.29,39.17,39.91,172480.0,0.9314101318171623
2014-10-20,39.91,39.91,39.17,39.54,63930.0,-0.931410131817164
2014-10-17,39.17,39.91,38.79,39.91,147420.0,1.8715771382902406
2014-10-16,39.54,40.29,39.17,39.17,292800.0,-0.9401670064730867
2014-10-15,40.29,40.29,39.54,39.54,201610.0,-1.8790481460785027
2014-10-14,40.66,40.66,40.29,40.29,106900.0,-0.9141508996944656
2014-10-13,41.03,41.03,40.29,40.66,89590.0,-0.9058698253894271
2014-10-10,41.03,41.03,40.29,41.03,136560.0,0.0
2014-10-09,41.03,41.78,40.66,41.03,212200.0,0.0
2014-10-08,39.54,41.78,39.54,41.03,424990.0,3.699068871162386
2014-10-07,39.91,39.91,39.54,39.54,129900.0,-0.931410131817164
2014-10-06,39.91,39.91,39.17,39.91,259250.0,0.0
2014-10-03,40.29,40.29,39.54,39.91,195200.0,-0.9476380142613445
2014-10-02,39.91,40.29,39.54,40.29,87900.0,0.9476380142613363
