,Open,High,Low,Close,Volume,Log return %
2019-03-15,101.33,101.92,100.81,101.18,1254050.0,-0.14814085964361054
2019-03-14,102.14,102.66,100.96,101.33,920860.0,-0.7961903759271703
2019-03-13,102.66,103.47,102.07,102.14,616010.0,-0.507813591265927
2019-03-12,101.62,103.03,101.92,102.66,560360.0,1.0182190966571203
2019-03-11,101.18,102.58,100.81,101.62,423100.0,0.4339257301795705
2019-03-08,103.17,103.17,100.15,101.18,980860.0,-1.9477004248494456
2019-03-07,104.13,104.87,103.03,103.17,708000.0,-0.9262005429519987
2019-03-06,104.87,105.46,102.29,104.13,711250.0,-0.708136930450929
2019-03-05,105.54,105.54,104.58,104.87,532510.0,-0.6368540131208106
2019-03-04,104.43,106.28,104.5,105.54,876760.0,1.057303748606447
2019-03-01,104.21,106.28,104.43,104.43,868720.0,0.21088964871213176
2019-02-28,109.08,109.67,104.21,104.21,976450.0,-4.567346397305169
2019-02-27,107.9,110.78,108.05,109.08,484610.0,1.0876685713298795
2019-02-26,111.96,112.26,107.09,107.9,806810.0,-3.693679238316367
2019-02-25,109.97,112.7,109.82,111.96,1211040.0,1.793406332440967
2019-02-22,109.67,110.41,109.53,109.97,814320.0,0.27317445507254673
2019-02-21,105.61,110.12,105.61,109.67,1859260.0,3.7722793013734344
2019-02-20,105.32,105.98,105.46,105.61,983460.0,0.27497291302743815
2019-02-19,104.87,105.83,105.17,105.32,1974200.0,0.42818467817948336
2019-02-18,103.54,105.24,103.62,104.87,1082650.0,1.2763476372558553
2019-02-15,102.95,103.62,103.03,103.54,910160.0,0.5714577999956816
2019-02-14,102.14,103.62,101.92,102.95,1341090.0,0.7899012254300637
2019-02-13,101.92,102.21,100.59,102.14,764480.0,0.21562293956446915
2019-02-12,101.18,102.07,101.18,101.92,957440.0,0.7287082960063201
2019-02-11,99.7,101.84,99.63,101.18,1357210.0,1.473543189599749
2019-02-01,99.7,100.29,98.23,99.7,731430.0,0.0
2019-01-31,100.07,100.81,98.6,99.7,812290.0,-0.3704264134571941
2019-01-30,100.81,100.88,100.07,100.07,279280.0,-0.7367615963485522
2019-01-29,100.81,101.18,100.07,100.81,371010.0,0.0
2019-01-28,100.37,100.88,100.37,100.81,487650.0,0.4374199240141183
2019-01-25,100.07,100.66,100.15,100.37,813810.0,0.2993416723344339
2019-01-24,99.33,100.07,99.19,100.07,1077600.0,0.7422300875100156
2019-01-23,98.96,99.7,98.82,99.33,1028650.0,0.37319121430320745
2019-01-22,98.82,99.7,98.23,98.96,399040.0,0.14157146666285467
2019-01-21,98.96,99.04,97.71,98.82,279380.0,-0.14157146666285436
2019-01-18,97.64,99.63,98.23,98.96,545600.0,1.3428482559473003
2019-01-17,98.23,98.52,97.19,97.64,514870.0,-0.6024422162018921
2019-01-16,99.63,99.63,97.49,98.23,562220.0,-1.4151656369986556
2019-01-15,99.7,99.85,98.96,99.63,598510.0,-0.0702352911027835
2019-01-14,98.96,99.7,98.15,99.7,611420.0,0.7449948883560283
2019-01-11,97.27,98.96,97.27,98.96,954110.0,1.7225111202883434
2019-01-10,97.41,97.49,96.68,97.27,301700.0,-0.14382579015152613
2019-01-09,96.01,97.86,95.27,97.41,636050.0,1.4476522073331863
2019-01-08,96.75,97.04,95.05,96.01,448350.0,-0.7677979200358753
2019-01-07,92.32,96.75,92.69,96.75,897430.0,4.686952915010182
2019-01-04,90.77,92.32,89.36,92.32,498470.0,1.6931968221253522
2019-01-03,91.58,91.58,89.81,90.77,449730.0,-0.8884072690413567
2019-01-02,88.63,91.58,89.36,91.58,403570.0,3.2742506478642888
2018-12-28,90.99,92.47,88.63,88.63,1013580.0,-2.627920961829279
2018-12-27,90.84,92.98,90.99,90.99,772610.0,0.16498931312416867
2018-12-26,91.28,91.28,89.74,90.84,670520.0,-0.48319883164624367
2018-12-25,92.01,92.01,90.11,91.28,349610.0,-0.7965561240449703
2018-12-24,89.74,92.67,90.11,92.01,459230.0,2.498066624643267
2018-12-21,92.45,92.45,89.45,89.74,1901570.0,-2.9751357285296676
2018-12-20,94.58,94.58,92.45,92.45,539710.0,-2.2778079382595764
2018-12-19,96.48,96.48,94.5,94.58,484090.0,-1.9889695763145685
2018-12-18,98.09,98.09,95.6,96.48,811850.0,-1.6549691597348968
2018-12-17,98.9,98.9,98.09,98.09,1043020.0,-0.8223814052442124
2018-12-14,98.9,99.19,98.46,98.9,260170.0,0.0
2018-12-13,98.17,99.63,98.17,98.9,643110.0,0.7408568924236427
2018-12-12,98.75,98.83,97.43,98.17,782440.0,-0.5890734076801181
2018-12-11,98.9,99.27,97.8,98.75,443060.0,-0.15178348474352363
2018-12-10,98.09,100.0,97.8,98.9,1003810.0,0.8223814052442127
2018-12-07,96.48,98.61,96.77,98.09,509830.0,1.6549691597348961
2018-12-06,97.43,97.43,95.16,96.48,1089360.0,-0.9798438458374581
2018-12-05,100.0,100.0,96.77,97.43,1107160.0,-2.603601455084144
2018-12-04,97.87,100.0,97.87,100.0,1001800.0,2.1530118550363264
2018-12-03,93.77,98.17,93.77,97.87,1282310.0,4.279509200619443
2018-11-30,92.53,94.14,92.31,93.77,1417590.0,1.3312059170594872
2018-11-29,93.77,94.14,92.53,92.53,970820.0,-1.3312059170594885
2018-11-28,92.67,94.5,92.31,93.77,1330740.0,1.1800179832933673
2018-11-27,90.18,93.4,90.25,92.67,1882720.0,2.723712260566186
2018-11-26,86.45,90.4,86.45,90.18,1817580.0,4.224146086363869
2018-11-23,87.98,87.98,86.08,86.45,416930.0,-1.7543303791274234
2018-11-22,87.32,88.13,87.32,87.98,933880.0,0.7529984238830713
2018-11-21,85.35,87.32,84.76,87.32,1113540.0,2.281908244129343
2018-11-20,84.54,85.42,84.47,85.35,715090.0,0.9535654101805637
2018-11-19,84.25,85.2,84.17,84.54,739450.0,0.3436225906172858
2018-11-16,85.71,86.08,84.25,84.25,566540.0,-1.7180935678320186
2018-11-15,86.08,86.45,84.25,85.71,556360.0,-0.43075915026829414
2018-11-14,84.98,86.66,84.83,86.08,674260.0,1.2861161726808745
2018-11-13,85.71,85.71,84.1,84.98,483810.0,-0.8553570224125778
2018-11-12,85.71,85.71,84.32,85.71,596940.0,0.0
2018-11-09,87.91,87.91,85.64,85.71,728150.0,-2.534405895229583
2018-11-08,87.54,88.64,87.54,87.91,815890.0,0.4217732100337933
2018-11-07,86.23,88.28,86.23,87.54,1339350.0,1.5077686798516121
2018-11-06,85.35,87.03,84.61,86.23,1599760.0,1.0257695723783649
2018-11-05,86.81,86.81,84.17,85.35,841100.0,-1.6961373163267062
2018-11-02,83.73,87.03,83.73,86.81,1601100.0,3.612448618737603
2018-11-01,85.05,85.71,81.68,83.73,1724930.0,-1.5641982625530206
2018-10-31,85.93,86.45,83.88,85.05,1075800.0,-1.0293692483261003
2018-10-30,87.91,87.91,85.93,85.93,535070.0,-2.2780552537955465
2018-10-29,89.01,89.01,86.96,87.91,488810.0,-1.2435159107753038
2018-10-26,87.91,89.38,88.57,89.01,643020.0,1.2435159107753069
2018-10-25,89.81,89.81,85.79,87.91,1154690.0,-2.1382763819771244
2018-10-24,90.47,90.47,89.3,89.81,742160.0,-0.7321976354791847
2018-10-23,92.16,92.16,89.16,90.47,1197220.0,-1.8507892909930792
2018-10-22,92.89,92.89,92.16,92.16,316450.0,-0.7889800451848358
2018-10-19,92.31,92.89,90.91,92.89,1087950.0,0.6263519397369358
2018-10-18,92.97,93.04,92.23,92.31,349110.0,-0.7124382465706397
2018-10-17,92.31,93.4,92.53,92.97,444290.0,0.7124382465706276
2018-10-16,92.09,92.6,91.72,92.31,988520.0,0.23861182687845384
2018-10-15,94.14,94.5,92.01,92.09,692180.0,-2.2016676239720563
2018-10-12,93.04,94.28,91.28,94.14,957810.0,1.1753527762587272
2018-10-11,95.24,95.24,90.11,93.04,1182360.0,-2.337051340825292
2018-10-10,95.9,95.9,95.09,95.24,636650.0,-0.6905960270730563
2018-10-09,97.43,97.43,95.82,95.9,660630.0,-1.5828189547857332
2018-10-08,99.05,99.05,97.43,97.43,566750.0,-1.6490601707309946
2018-10-05,100.29,100.29,98.9,99.05,519180.0,-1.244121595555711
2018-10-04,100.29,100.36,99.56,100.29,304620.0,0.0
2018-10-03,100.36,100.44,100.0,100.29,701280.0,-0.06977323981045312
2018-10-02,99.85,100.8,98.9,100.36,581340.0,0.5094661636397472
2018-10-01,100.58,100.58,99.63,99.85,514820.0,-0.7284370881994564
2018-09-28,101.46,101.76,100.58,100.58,520020.0,-0.8711201394725239
2018-09-27,100.0,102.56,100.22,101.46,980840.0,1.4494446150452511
2018-09-26,100.29,100.29,99.85,100.0,418120.0,-0.28958031120256567
2018-09-25,100.36,100.44,99.78,100.29,480150.0,-0.06977323981045312
2018-09-24,100.95,100.95,99.78,100.36,639720.0,-0.5861623260624943
2018-09-21,99.63,100.95,98.83,100.95,1840850.0,1.3162020702081705
2018-09-20,100.95,100.95,99.63,99.63,771520.0,-1.3162020702081676
2018-09-19,101.1,101.24,100.29,100.95,929630.0,-0.1484781267579114
2018-09-18,99.63,101.68,99.05,101.1,1310670.0,1.464680196966093
2018-09-17,97.43,99.63,97.65,99.63,1148720.0,2.2329152619514807
2018-09-14,96.77,98.17,96.77,97.43,969270.0,0.6797142544398883
2018-09-13,96.99,97.07,95.82,96.77,655170.0,-0.2270851512600235
2018-09-12,96.7,98.75,96.85,96.99,1342390.0,0.299447794620268
2018-09-11,93.48,96.99,93.4,96.7,1533670.0,3.386589278859145
2018-09-10,93.11,94.06,93.26,93.48,603870.0,0.39659197702187654
2018-09-07,89.45,93.48,89.38,93.11,882130.0,4.010177994571014
2018-09-06,91.94,92.6,89.38,89.45,1234110.0,-2.7456380423353757
2018-09-05,94.44,95.24,91.72,91.94,1250390.0,-2.6828521839230266
2018-09-04,94.44,95.11,94.38,94.44,690780.0,0.0
2018-08-31,94.32,95.71,94.44,94.44,726110.0,0.12714559881966658
2018-08-30,94.99,95.05,93.72,94.32,899040.0,-0.7078366672975588
2018-08-29,96.01,96.19,94.56,94.99,1124120.0,-1.0680729807441407
2018-08-28,96.61,96.61,95.83,96.01,1057220.0,-0.6229902819885705
2018-08-27,97.76,98.24,96.43,96.61,1141160.0,-1.1833239893867071
2018-08-24,98.42,98.42,97.76,97.76,453010.0,-0.6728540014546962
2018-08-23,98.24,98.42,97.94,98.42,410280.0,0.18305710389999577
2018-08-22,98.24,98.78,97.58,98.24,640010.0,0.0
2018-08-21,96.49,98.24,96.61,98.24,664240.0,1.7974088366539818
2018-08-20,95.53,97.58,95.59,96.49,1290170.0,0.9999041750375297
2018-08-17,95.59,96.13,95.53,95.53,408930.0,-0.06278777937542743
2018-08-16,95.53,95.59,93.78,95.59,1038700.0,0.06278777937542042
2018-08-15,95.29,96.67,95.35,95.53,1081050.0,0.2515460921820123
2018-08-14,94.08,96.37,95.11,95.29,995480.0,1.2779389209780252
2018-08-13,94.74,94.74,93.66,94.08,1245500.0,-0.6990813345288928
2018-08-10,94.62,95.11,94.02,94.74,908450.0,0.1267427292603583
2018-08-09,93.72,96.31,94.02,94.62,770210.0,0.9557256563407156
2018-08-08,92.21,94.32,91.61,93.72,1267410.0,1.6243029088545184
2018-08-07,96.37,96.43,92.21,92.21,2337260.0,-4.4126365312146305
2018-08-06,97.4,97.64,96.13,96.37,1238870.0,-1.0631260785293355
2018-08-03,99.44,99.44,97.21,97.4,1232510.0,-2.0728236553966175
2018-08-02,100.59,100.59,97.46,99.44,1590510.0,-1.1498401943791239
2018-08-01,101.37,101.37,100.41,100.59,684770.0,-0.7724340248061378
2018-07-31,101.55,101.86,100.65,101.37,634220.0,-0.1774098632085301
2018-07-30,101.74,102.4,101.13,101.55,453180.0,-0.18692513682252884
2018-07-27,103.36,103.36,101.61,101.74,290680.0,-1.5797500639672772
2018-07-26,102.4,103.36,101.86,103.36,519640.0,0.9331327428884222
2018-07-25,102.4,102.7,102.4,102.4,427050.0,0.0
2018-07-24,102.46,103.06,102.04,102.4,566120.0,-0.05857659056487133
2018-07-23,102.16,103.54,101.37,102.46,685300.0,0.2932266786772444
2018-07-20,102.76,102.94,101.98,102.16,620700.0,-0.5855960517399079
2018-07-19,101.86,104.27,101.86,102.76,970590.0,0.879685078522437
2018-07-18,101.19,101.86,100.95,101.86,503880.0,0.6599383714790097
2018-07-17,101.25,101.25,100.29,101.19,588420.0,-0.059276824497995054
2018-07-16,100.23,101.43,99.93,101.25,557460.0,1.0125160949873626
2018-07-13,101.43,101.74,99.93,100.23,384360.0,-1.1901360351129486
2018-07-12,100.65,101.74,100.65,101.43,158530.0,0.7719753302103809
2018-07-11,100.65,101.55,100.05,100.65,729620.0,0.0
2018-07-10,100.65,101.8,100.65,100.65,701800.0,0.0
2018-07-09,100.05,102.16,100.53,100.65,320530.0,0.5979091056058231
2018-07-06,99.44,102.46,98.84,100.05,449020.0,0.6115613827286726
2018-07-05,100.65,101.25,98.84,99.44,880690.0,-1.2094704883344853
2018-07-04,102.46,102.46,100.65,100.65,856350.0,-1.7823326425255657
2018-07-03,103.06,103.06,101.86,102.46,1055480.0,-0.5838864389022013
2018-07-02,102.46,103.06,101.86,103.06,974640.0,0.5838864389022043
2018-06-29,102.46,103.97,102.46,102.46,1164710.0,0.0
2018-06-28,105.47,105.47,101.86,102.46,748160.0,-2.895407377746672
2018-06-27,106.01,106.01,105.23,105.47,320100.0,-0.5106876996483499
2018-06-26,108.0,108.0,104.87,106.01,250240.0,-1.8597797839213306
2018-06-25,107.28,109.69,107.58,108.0,637320.0,0.6688988150796489
2018-06-22,102.46,107.58,101.55,107.28,1123650.0,4.596976046236702
2018-06-21,101.74,102.76,101.25,102.46,381390.0,0.705193911643735
2018-06-20,100.23,102.34,99.93,101.74,569890.0,1.495299435784405
2018-06-19,104.09,104.09,99.51,100.23,1076550.0,-3.7788364490602113
2018-06-18,108.49,108.49,104.09,104.09,356320.0,-4.140209330698218
2018-06-15,108.49,108.79,107.28,108.49,1114730.0,0.0
2018-06-14,109.09,109.09,107.7,108.49,767750.0,-0.5515226775306125
2018-06-13,109.09,109.09,108.12,109.09,472470.0,0.0
2018-06-12,108.55,109.09,107.28,109.09,873690.0,0.49623332853646834
2018-06-11,106.68,109.69,106.38,108.55,721050.0,1.737719701048734
2018-06-08,106.86,106.86,105.53,106.68,505520.0,-0.16858672158116847
2018-06-07,105.47,107.22,105.89,106.86,401900.0,1.3093014241102356
2018-06-06,106.68,106.68,104.57,105.47,463720.0,-1.1407147025290745
2018-06-05,104.57,108.43,104.57,106.68,879160.0,1.9976995703316347
2018-06-04,100.5,104.69,100.98,104.57,965230.0,3.9698976111366866
2018-06-01,98.11,101.1,98.89,100.5,1051610.0,2.406842932383109
2018-05-31,98.89,99.19,97.7,98.11,2231710.0,-0.7918823106599968
2018-05-30,100.74,100.74,98.65,98.89,491920.0,-1.8534819035604948
2018-05-29,98.59,101.28,96.8,100.74,703120.0,2.1573103730554424
2018-05-28,99.19,99.19,96.8,98.59,464830.0,-0.6067366170952309
2018-05-25,100.38,100.38,99.19,99.19,512860.0,-1.192578146888518
2018-05-24,99.97,101.22,99.67,100.38,807290.0,0.40928432476983373
2018-05-23,96.8,101.28,95.66,99.97,971280.0,3.2223146696558023
2018-05-22,99.19,99.19,95.6,96.8,1185350.0,-2.4390208475371016
2018-05-21,102.24,102.77,98.65,99.19,1042490.0,-3.02857878713223
2018-05-18,98.59,102.24,98.95,102.24,1153810.0,3.635315404227456
2018-05-17,101.04,101.28,98.59,98.59,1028400.0,-2.454664145528568
2018-05-16,105.17,105.82,101.04,101.04,1644010.0,-4.006161048970129
2018-05-15,106.36,107.85,105.17,105.17,1240740.0,-1.1251477842881978
2018-05-14,106.36,107.56,105.17,106.36,575000.0,0.0
2018-05-11,107.56,108.15,105.76,106.36,1006620.0,-1.1219265025844867
2018-05-10,110.54,111.14,106.96,107.56,451010.0,-2.7328615004453027
2018-05-09,110.6,111.14,109.95,110.54,555260.0,-0.05426426831174545
2018-05-08,113.53,113.83,110.6,110.6,514230.0,-2.6147030088207934
2018-05-07,109.95,113.83,110.24,113.53,771810.0,3.204140217567205
2018-05-04,110.54,110.54,109.77,109.95,735730.0,-0.5351729404346748
2018-05-03,110.24,111.74,109.95,110.54,878320.0,0.2717639139768528
2018-05-02,110.54,111.14,110.24,110.24,619230.0,-0.2717639139768578
2018-04-27,108.15,112.93,108.75,110.54,997890.0,2.1858294006049097
2018-04-26,107.56,108.69,107.56,108.15,959520.0,0.5470320998403989
2018-04-24,108.99,108.99,105.22,107.56,1469750.0,-1.3207303500556247
2018-04-23,111.14,111.14,108.75,108.99,636940.0,-1.9534532950555024
2018-04-20,112.04,112.04,110.54,111.14,739700.0,-0.806528254013268
2018-04-19,112.04,112.51,111.38,112.04,845170.0,0.0
2018-04-18,110.24,112.04,110.12,112.04,756500.0,1.6196143126559335
2018-04-17,113.53,113.53,108.27,110.24,1217530.0,-2.940731191109393
2018-04-16,116.94,116.94,113.53,113.53,653380.0,-2.959386357108209
2018-04-13,117.29,117.71,116.82,116.94,727110.0,-0.29885177858892703
2018-04-12,117.12,117.59,116.76,117.29,751180.0,0.14504503204121977
2018-04-11,117.71,118.01,116.76,117.12,846970.0,-0.5024922211387775
2018-04-10,118.19,118.19,116.52,117.71,1093850.0,-0.4069526599760036
2018-04-09,118.43,119.03,117.71,118.19,699250.0,-0.2028569709254511
2018-04-06,117.89,119.33,117.71,118.43,621180.0,0.4570082429367591
2018-04-05,119.51,119.51,117.0,117.89,452710.0,-1.3648063574753604
2018-04-04,115.74,119.51,115.74,119.51,991130.0,3.205375373309691
2018-04-03,119.33,119.8,115.08,115.74,2017950.0,-3.0546468235871695
2018-04-02,121.3,121.3,118.61,119.33,1768080.0,-1.63740515684401
2018-03-30,123.69,123.69,120.16,121.3,1529690.0,-1.9511619436913894
2018-03-29,126.08,126.26,123.69,123.69,758530.0,-1.9138190722650634
2018-03-28,127.27,127.87,126.08,126.08,585030.0,-0.9394187894386739
2018-03-27,124.58,128.29,124.88,127.27,1660410.0,2.1362734177956177
2018-03-26,123.69,125.78,123.45,124.58,643500.0,0.7169644439081215
2018-03-23,124.88,124.88,122.55,123.69,685220.0,-0.9574840820258234
2018-03-22,124.88,126.62,124.88,124.88,478650.0,0.0
2018-03-21,124.88,126.14,124.88,124.88,907550.0,0.0
2018-03-20,126.68,126.68,124.88,124.88,684730.0,-1.4310945463262505
2018-03-19,127.87,128.17,125.78,126.68,801280.0,-0.9349901152637871
2018-03-16,125.6,127.87,124.88,127.87,1730500.0,1.7911868788978633
2018-03-15,127.27,127.27,125.36,125.6,623080.0,-1.3208559969857407
2018-03-14,125.48,127.87,125.0,127.27,1133180.0,1.416443068147839
2018-03-13,123.09,126.08,123.09,125.48,1265790.0,1.9230588200273009
2018-03-12,124.29,125.9,123.09,123.09,828230.0,-0.9701749635215704
2018-03-09,124.88,125.84,124.29,124.29,1021150.0,-0.47357314497564046
2018-03-08,123.15,125.06,123.69,124.88,592410.0,1.3950151640629624
2018-03-07,120.7,125.48,120.16,123.15,1981110.0,2.009499646306119
2018-03-06,120.94,121.6,119.03,120.7,786240.0,-0.19864267415810044
2018-03-05,119.09,122.49,118.61,120.94,712070.0,1.5415045065162316
2018-03-02,117.12,119.21,116.52,119.09,412780.0,1.6680459566903092
2018-03-01,117.12,118.91,117.12,117.12,732890.0,0.0
2018-02-28,119.51,119.51,117.12,117.12,886780.0,-2.020099966578824
2018-02-27,119.51,120.7,118.31,119.51,457260.0,0.0
2018-02-26,120.7,121.9,119.51,119.51,889620.0,-0.9908078224696187
2018-02-23,120.1,121.6,118.91,120.7,481780.0,0.4983399017548091
2018-02-22,121.42,121.42,118.97,120.1,449840.0,-1.093088061635018
2018-02-21,115.62,121.42,115.92,121.42,649890.0,4.894665804795784
2018-02-13,114.73,116.52,114.73,115.62,541650.0,0.7727409843278357
2018-02-12,114.13,114.73,112.93,114.73,970250.0,0.5243392245542946
2018-02-09,117.77,117.77,111.74,114.13,856530.0,-3.139542028794852
2018-02-08,119.69,119.69,117.35,117.77,234230.0,-1.6171497031822037
2018-02-07,118.25,121.78,119.63,119.69,507670.0,1.2104039513236742
2018-02-06,121.36,121.36,113.23,118.25,1484810.0,-2.5960307668234495
2018-02-05,123.69,123.69,120.52,121.36,504920.0,-1.9017100346641465
2018-02-02,121.3,123.69,120.4,123.69,677340.0,1.9511619436913836
2018-02-01,121.6,123.45,120.1,121.3,451270.0,-0.24701535820621448
2018-01-31,122.19,123.99,120.16,121.6,1120270.0,-0.4840240796364248
2018-01-30,123.39,123.39,121.24,122.19,843170.0,-0.9772860582011565
2018-01-29,126.56,126.68,123.39,123.39,573230.0,-2.5366433108901356
2018-01-26,123.69,126.8,123.75,126.56,672410.0,2.2938068632425512
2018-01-25,126.44,126.56,123.69,123.69,1059420.0,-2.1989451960498654
2018-01-22,122.85,126.5,123.09,126.44,1031780.0,2.880378838022883
2018-01-19,122.85,125.12,122.85,122.85,1094050.0,0.0
2018-01-18,120.16,122.85,119.21,122.85,921800.0,2.2139910951363397
2018-01-17,124.47,124.47,119.51,120.16,891480.0,-3.524053499706158
2018-01-16,124.58,124.58,123.81,124.47,701460.0,-0.08833568131132673
2018-01-15,125.42,125.42,124.29,124.58,405160.0,-0.6720025288875333
2018-01-12,125.48,126.08,125.06,125.42,585640.0,-0.047827820760264976
2018-01-11,126.08,126.68,124.94,125.48,794780.0,-0.4770242787091603
2018-01-10,123.69,126.08,122.61,126.08,902750.0,1.9138190722650668
2018-01-09,125.48,126.68,123.39,123.69,810590.0,-1.4367947935559107
2018-01-08,127.57,127.57,124.58,125.48,674800.0,-1.6518850227721222
2018-01-05,128.35,128.47,126.97,127.57,518860.0,-0.6095673766950802
2018-01-04,127.81,128.47,127.33,128.35,704350.0,0.42161211735264464
2018-01-03,126.38,128.47,126.74,127.81,557370.0,1.1251544798313842
2018-01-02,124.64,126.62,124.64,126.38,372760.0,1.3863659222871005
2017-12-29,122.61,126.97,121.6,124.64,893540.0,1.6420995878142566
2017-12-28,121.6,122.79,121.9,122.61,652970.0,0.8271616712229146
2017-12-27,120.35,121.89,121.0,121.6,754980.0,1.0332805302985666
2017-12-26,118.63,120.35,118.39,120.35,415160.0,1.439475855606907
2017-12-25,120.35,120.35,118.51,118.63,377420.0,-1.4394758556069047
2017-12-22,120.95,121.0,119.82,120.35,442910.0,-0.49730728269553853
2017-12-21,119.82,121.42,119.22,120.95,467120.0,0.9386620400257428
2017-12-20,120.41,121.42,118.63,119.82,554110.0,-0.49119692483488653
2017-12-19,121.6,122.13,120.41,120.41,1086070.0,-0.9834383627939017
2017-12-18,116.85,121.89,117.68,121.6,1218260.0,3.9845908547199778
2017-12-15,119.22,119.22,115.67,116.85,1865860.0,-2.007946480691355
2017-12-14,115.55,119.22,115.67,119.22,837490.0,3.1267189071390784
2017-12-13,115.37,115.9,114.18,115.55,652890.0,0.15589817811912615
2017-12-12,113.29,115.61,112.7,115.37,757020.0,1.8193452053801011
2017-12-11,111.57,115.19,111.57,113.29,843650.0,1.5298706280308938
2017-12-08,110.33,114.6,110.33,111.57,839440.0,1.1176321832873637
2017-12-07,115.67,117.39,110.33,110.33,1188910.0,-4.726543453509552
2017-12-06,118.04,118.04,111.04,115.67,949920.0,-2.0282240767428577
2017-12-05,120.41,121.6,117.45,118.04,710070.0,-1.987903582938886
2017-12-04,116.26,121.66,116.26,120.41,1419300.0,3.507352363092304
2017-12-01,110.74,116.26,110.92,116.26,1252580.0,4.864395087838356
2017-11-30,109.73,112.4,109.68,110.74,1076240.0,0.9162308392113346
2017-11-29,109.73,109.97,109.14,109.73,464670.0,0.0
2017-11-28,109.73,109.73,108.55,109.73,380450.0,0.0
2017-11-27,109.73,110.03,108.61,109.73,693370.0,0.0
2017-11-24,109.68,110.33,107.42,109.73,678800.0,0.04557677486487658
2017-11-23,109.68,112.11,108.01,109.68,664960.0,0.0
2017-11-22,112.11,112.11,106.77,109.68,1829730.0,-2.191349691144316
2017-11-21,110.92,116.08,110.92,112.11,1128220.0,1.0671311417924978
2017-11-20,108.67,111.28,107.66,110.92,964830.0,2.0493453672817057
2017-11-17,108.67,109.08,108.07,108.67,645550.0,0.0
2017-11-16,107.84,109.14,106.89,108.67,637980.0,0.7667119910763355
2017-11-15,106.77,109.14,104.28,107.84,1215870.0,0.9971658973786024
2017-11-14,109.44,109.44,103.8,106.77,1489540.0,-2.469946568402936
2017-11-13,103.09,109.85,103.21,109.44,4495140.0,5.977406076594688
2017-11-10,96.39,103.09,96.09,103.09,9270450.0,6.719993131241653
2017-11-09,95.02,96.68,94.49,96.39,2051860.0,1.4315066037101503
2017-11-08,93.6,95.26,93.6,95.02,2431670.0,1.505701227522885
2017-11-07,93.72,94.02,93.13,93.6,561000.0,-0.1281230156048573
2017-11-06,92.06,93.72,92.06,93.72,1120090.0,1.7871075250499504
2017-11-03,92.47,92.53,91.05,92.06,469800.0,-0.4443729200451814
2017-11-02,91.94,93.6,91.47,92.47,1117310.0,0.5748077211465444
2017-11-01,89.57,92.24,89.57,91.94,1499790.0,2.61157478909781
2017-10-31,90.1,90.1,89.57,89.57,962120.0,-0.589972212718827
2017-10-30,90.4,90.52,89.92,90.1,557510.0,-0.3324102783838671
2017-10-27,90.04,90.4,90.04,90.4,768310.0,0.39902513595992456
2017-10-26,89.27,90.1,89.33,90.04,974570.0,0.8588530847260809
2017-10-25,88.38,89.33,88.38,89.27,904450.0,1.0019785488676725
2017-10-24,87.79,88.38,87.55,88.38,676220.0,0.6698100764476363
2017-10-23,88.08,88.08,87.67,87.79,589480.0,-0.32978934763070156
2017-10-20,88.26,88.26,88.08,88.08,260000.0,-0.20415114269766846
2017-10-19,88.38,88.38,88.08,88.26,387120.0,-0.13586958611926256
2017-10-18,88.44,88.74,88.38,88.38,385670.0,-0.06786562866516954
2017-10-17,88.14,88.5,88.08,88.44,398020.0,0.33978965754044943
2017-10-16,88.62,89.03,88.14,88.14,681780.0,-0.5431106357502569
2017-10-13,87.79,88.62,87.79,88.62,500040.0,0.9409966833225978
2017-10-12,88.08,88.14,87.79,87.79,397590.0,-0.32978934763070156
2017-10-11,88.08,88.26,87.91,88.08,626740.0,0.0
2017-10-10,88.32,88.32,87.91,88.08,396010.0,-0.2721090114360613
2017-10-09,88.38,88.5,87.85,88.32,146010.0,-0.06791171738087706
2017-10-06,88.38,89.15,88.38,88.38,910760.0,0.0
2017-10-05,88.08,88.74,87.97,88.38,465810.0,0.3400207288169458
2017-10-04,87.73,88.08,87.61,88.08,305930.0,0.3981576274132014
2017-10-03,88.08,88.14,87.61,87.73,634960.0,-0.3981576274131926
2017-10-02,88.5,88.68,88.02,88.08,297110.0,-0.4757059599459346
2017-09-29,88.38,89.57,88.32,88.5,996610.0,0.13568523112900252
2017-09-28,87.79,88.38,87.73,88.38,440360.0,0.6698100764476363
2017-09-27,87.85,88.08,87.73,87.79,310820.0,-0.06832156949886348
2017-09-26,87.79,88.14,87.61,87.85,338160.0,0.06832156949886217
2017-09-25,87.61,87.79,87.31,87.79,254360.0,0.2052452259845103
2017-09-22,87.79,88.08,87.61,87.61,353760.0,-0.20524522598449857
2017-09-21,88.32,88.32,87.79,87.79,741410.0,-0.6018983590667685
2017-09-20,88.02,88.5,87.79,88.32,367110.0,0.34025211458397125
2017-09-19,88.38,88.5,88.02,88.02,343070.0,-0.4081638319648507
2017-09-18,87.79,88.97,87.49,88.38,555240.0,0.6698100764476363
2017-09-15,87.97,87.97,87.55,87.79,1520080.0,-0.20482483264657445
2017-09-14,87.91,88.02,87.79,87.97,805690.0,0.06822834014958588
2017-09-13,87.85,87.91,87.79,87.91,991330.0,0.0682749229980949
2017-09-12,88.02,88.08,87.61,87.85,676440.0,-0.19332467498391365
